"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"728",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",825693,872522,NA,NA,NA,NA,NA,NA,NA,NA
"734",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",430220,1285223,NA,NA,NA,NA,NA,NA,NA,NA
"736",390210,547512,742126,1076504,NA,NA,NA,NA,NA,NA
"737",32024,424578,627445,889073,NA,NA,NA,NA,NA,NA
"738",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",189797,463103,576701,NA,NA,NA,NA,NA,NA,NA
"741",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",31166,705131,NA,NA,NA,NA,NA,NA,NA,NA
"744",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",195119,367804,NA,NA,NA,NA,NA,NA,NA,NA
"746",875308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",1224726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",485544,805991,NA,NA,NA,NA,NA,NA,NA,NA
"750",108462,213436,1162693,1303445,1468647,1476020,NA,NA,NA,NA
"751",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",89463,250811,276129,326032,354064,NA,NA,NA,NA,NA
"753",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",25216,139091,249718,429335,793453,NA,NA,NA,NA,NA
"760",31573,364425,434598,434603,532536,589000,956035,NA,NA,NA
"761",437551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",626273,917646,1032920,1084728,NA,NA,NA,NA,NA,NA
"763",182903,531494,638014,NA,NA,NA,NA,NA,NA,NA
"764",316706,825700,NA,NA,NA,NA,NA,NA,NA,NA
"765",1291074,1345988,NA,NA,NA,NA,NA,NA,NA,NA
"766",194324,953121,1394380,NA,NA,NA,NA,NA,NA,NA
"767",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",97299,532772,830219,NA,NA,NA,NA,NA,NA,NA
"770",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",285664,370704,444073,517176,564080,632936,1209344,1308153,NA,NA
"772",643819,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",142497,929953,1034132,NA,NA,NA,NA,NA,NA,NA
"778",340127,1239559,1464998,NA,NA,NA,NA,NA,NA,NA
"779",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",145470,189184,198047,798247,1151301,NA,NA,NA,NA,NA
"781",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",323486,755848,783944,923351,1171580,NA,NA,NA,NA,NA
"784",278337,907715,1058793,1125193,1196723,1379138,NA,NA,NA,NA
"785",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
