회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,지번주소,도로명주소,매출액,자산총계,직원총수,비고,재무,...16,번호,V1,조사기준년도,시군명,행정구역명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84경도,WGS84위도,산업대분류코드,산업대분류명,산업중분류명,산업소분류명,산업세분류명,산업세세분류명,산업세세분류코드
라이콤,388790,통신 및 방송 장비 제조업,"제조업(광증폭기, 광송수신기, 광섬유레이저 외)",2021-09-03,12월,김성준,http://www.licomm.com,경기도,서리 708,경기용인시처인구이동읍백자로 109,19463077000,30252718000,81,NA,요약재무,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
롯데렌탈,89860,운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",2021-08-19,12월,최진환,http://www.lotterental.com/,경기도,호계동 898,경기안양시동안구전파로 88 신원비젼타워 8층,2.5127E+12,5.8626E+12,1235,NA,별도재무,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한컴라이프케어,372910,의료용 기기 제조업,"공기호흡기, 방독면, 보호복 등",2021-08-17,12월,"오병진,김선영",http://www.hancomlifecare.com,경기도,송문리 185,경기용인시처인구중부대로 1960번길 53,1.07072E+11,1.83379E+11,222,NA,별도재무,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
카카오뱅크,323410,은행 및 저축기관,은행 및 금융서비스,2021-08-06,12월,윤호영,https://m.kakaobank.com/,경기도,백현동 534,경기 성남시 분당구 분당내곡로 131 11층,4.78485E+11,5.44882E+13,15552,NA,요약재무,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에브리봇,270660,가정용 기기 제조업,"물걸레 로봇청소기, 흡입형 로봇청소기",2021-07-28,12월,정우철,https://www.everybot.co.kr/,경기도,삼평동 680,경기성남시분당구판교역로 231 H스퀘어빌딩 S동 10층,31697412701,87389767648,79,NA,요약재무,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스디바이오센서,137310,의료용 기기 제조업,STANDARD Q 항원/항체 진단키트(COVID-19 진단키트),2021-07-16,12월,"이효근,허태영",http://sdbiosensor.co.kr/,경기도,영통동 980-3,경기수원시영통구덕영대로 1556번길 16 C동 5층,2.91658E+11,2.85292E+12,578,NA,요약재무,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
오비고,352910,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",스마트카 소프트웨어 플랫폼,2021-07-13,12월,황도연,http://obigo.com/,경기도,삼평동 688 3층,경기 성남시 분당구 판교로 338 한국전자무역센터,15073316970,40999887810,118,NA,연결재무,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
라온테크,232680,특수 목적용 기계 제조업,반도체 및 FPD용 로봇시스템,2021-06-17,12월,김원경,http://www.raonrobot.com/,경기도,고색동 1138,경기 수원시 권선구 산업로156번길 88-4,34544000000,46364000000,127,NA,요약재무,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼영에스앤씨,361670,전자부품 제조업,"칩형 온습도센서,상대습도센서,미세먼지센서, 공기질 통합센서 노드 및 트랜스미터",2021-05-21,12월,박상익,http://samyoungsnc.com,경기도,상대원동 5436-1,경기성남시중원구둔촌대로 446,11647345784,26255301611,49,NA,요약재무,NA,120,1414181,2021,성남시,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원동 5436-1,경기도 성남시 중원구 상대원1동 둔촌대로  446     ,13229,127.1645778,37.43175603,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자 감지장치 제조업,26295
샘씨엔에스,252990,전자부품 제조업,세라믹 STF(다층 세라믹 기판),2021-05-20,12월,최정혁(단독 대표이사),http://www.semcns.com,경기도,삼평동 613,경기성남시분당구판교로255번길 28,30934610500,1.91766E+11,223,NA,요약재무,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
씨앤씨인터내셔널,352480,기타 화학제품 제조업,색조 화장품,2021-05-17,12월,"배은철,배수아(각자 대표이사)",http://www.cnccosmetic.com,경기도,석우동 2-2,경기화성시삼성1로 5길 39,2.04799E+11,2.51407E+11,535,NA,별도재무,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이삭엔지니어링,351330,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",공장자동화 설비제어,2021-04-21,12월,"김창수, 김범수",http://isaac-eng.com,경기도,부곡동 1234-4,경기군포시군포첨단산업1로 15,99031468888,72530414922,138,NA,별도재무,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
제노코,361390,통신 및 방송 장비 제조업,"위성탑재체, 위성운용국, 항공전자 등",2021-03-24,12월,유태삼,http://www.genohco.com,경기도,당정동 18-15,경기군포시농심로 72번길 1?,55112129394,66250551718,132,NA,요약재무,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SK바이오사이언스,302440,기초 의약물질 제조업,백신 제품 및 제제,2021-03-18,12월,안재용,http://www.skbioscience.com,경기도,삼평동 686,경기성남시분당구판교로 310,3.69506E+11,1.8544E+12,1095,NA,요약재무,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
유일에너테크,340930,특수 목적용 기계 제조업,2차전지 제조장비,2021-02-25,12월,정연길,http://www.youilet.com,경기도,지문리 산92-1,경기 안성시 원곡면 지문로 203-160,38372442169,1.34731E+11,175,NA,요약재무,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
오로스테크놀로지,322310,특수 목적용 기계 제조업,반도체 Overlay 계측 장비,2021-02-24,12월,"각자 대표이사 이준우, 최성원",http://www.aurostech.com,경기도,방교동 832-8,경기화성시동탄산단6길 15-23,45609010060,73451358186,188,NA,별도재무,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
피엔에이치테크,239890,기초 화학물질 제조업,OLED 소재,2021-02-16,12월,"현서용, 송영권",http://www.phtech.co.kr,경기도,중동 1030,"경기용인시기흥구동백중앙로 16번길 16-25, 804호",40181180331,71095525178,61,NA,요약재무,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
솔루엠,248070,전자부품 제조업,"POWER, 3in1 Board, ESL 등",2021-02-02,12월,전성호,http://www.solum-group.co.kr,경기도,청덕동 556,"경기용인시기흥구구성로 357, A동 6층","959,082,847,019?","616,113,346,523?",433,NA,별도재무,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
석경에이티,357550,기초 화학물질 제조업,바이오 및 전기전자 나노 소재,2020-12-23,12월,임형섭,http://www.sukgyung.com,경기도,목내동 401,경기안산시단원구별망로 459번길 24,12118770964,39943786402,73,NA,별도재무,NA,130,1312147,2021,안산시,경기도 안산시 단원구 초지동,경기도 안산시 단원구 목내동 401,경기도 안산시 단원구 초지동 별망로459번길  24     ,15599,126.7775278,37.30561726,C,제조업(10~34),"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,정형 외과용 및 신체 보정용 기기 제조업,27192
지놈앤컴퍼니,314130,기초 의약물질 제조업,"마이크로바이옴 기반 치료제, 화장품, 건강기능식품",2020-12-23,12월,"홍유석, 배지수, 박한수 (각자 대표이사)",http://genomecom.co.kr,경기도,이의동 1285-1,경기 수원시 영통구 창룡대로256번길 50 7층,2443808288,86678414817,99,NA,별도재무,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
알체라,347860,소프트웨어 개발 및 공급업,"얼굴인식 AI, 이상상황 감지 AI 등",2020-12-21,12월,황영규,http://www.alchera.ai,경기도,삼평동 631,경기 성남시 분당구 판교로256번길 25 GB2빌딩 C동 7층,11369043000,5.87424E+11,163,NA,별도재무,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
하이딥,365590,반도체 제조업,UIUX Solution,2020-12-21,12월,고범규,http://www.hideep.com,경기도,삼평동 676,경기 성남시 분당구 대왕판교로644번길 49 DTC타워 10층,10483522724,26088592388,59,NA,재무상태표,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
티엘비,356860,전자부품 제조업,SSD Module / DRAM Module PCB,2020-12-14,12월,백성현,http://www.tlbpcb.com,경기도,목내동 453,경기 안산시 단원구 신원로 305 (주)티엘비,1.71307E+11,1.60427E+11,452,NA,별도재무,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
인바이오,352940,"비료, 농약 및 살균, 살충제 제조업","살균제, 살충제, 제초제 등",2020-12-11,12월,이명재,http://enbio.co.kr,경기도,부곡동 1120-4,경기 군포시 번영로28번길 37-20 4층,34024284250,66318569837,157,NA,요약재무,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
하나기술,299030,특수 목적용 기계 제조업,이차전지 양산 자동화 설비 제조,2020-11-25,12월,오태봉,http://www.hn-tech.co.kr,경기도,반송동 90-9,경기 화성시 동탄지성로 2,1.18273E+11,2.30248E+11,387,NA,별도재무,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
티앤엘,340570,의료용품 및 기타 의약 관련제품 제조업,"창상치료재, 정형외과용 고정재",2020-11-20,12월,최윤소,http://www.tnl.co.kr/,경기도,동천동 899,경기 용인시 수지구 신수로 767 A동 2401호,1.15293E+11,1.42569E+11,181,NA,별도재무,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
센코,347000,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","가스센서 및 모듈, 휴대용 및 고정형 가스검지기, 악취 & 미세먼지 모니터링 시스템",2020-10-29,12월,하승철,http://www.senko.co.kr,경기도,세교동 584-1,경기 오산시 독산성로 445,30288079000,66574015000,97,NA,별도재무,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
미코바이오메드,214610,의료용 기기 제조업,체외진단용 의료기기,2020-10-22,12월,홍영석,http://www.micobiomed.com,경기도,시흥동 294-2,"경기 성남시 수정구 창업로 54 가동 3층, 4층","5,366,789,329?","57,778,591,876?",93,NA,별도재무,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
피플바이오,304840,의료용품 및 기타 의약 관련제품 제조업,올리고머화 베타-아밀로이드 검사제품(알츠하이머병 진단),2020-10-19,12월,강성민,http://www.peoplebio.net/kr/index.php,경기도,삼평동 624,경기 성남시 분당구 판교로 242 판교디지털센터 C동 6층,4452858220,27580457275,68,NA,연결재무,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
넥스틴,348210,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),2020-10-08,12월,박태훈,http://nextinsol.com,경기도,방교동 824-9,경기 화성시 동탄산단9길 23-12,87930571023,1.42665E+11,119,NA,연결재무,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
압타머사이언스,291650,자연과학 및 공학 연구개발업,압타머기반 신약개발 및 진단제품 개발,2020-09-16,12월,한동일,http://www.aptsci.com,경기도,삼평동 625,경기 성남시 분당구 판교로228번길 15 판교세븐벤처밸리 1단지 3동 301호,"243,186,322?","32,535,618,979?",39,NA,요약재무,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이오플로우,294090,의료용 기기 제조업,웨어러블 인슐린펌프,2020-09-14,12월,김재진,http://www.eoflow.com,경기도,수내동 11-5 302호(휴맥스빌리지),"경기 성남시 분당구 황새울로 216 302호(수내동, 휴맥스빌리지)",5656000000,84451000000,140,NA,별도재무,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
카카오게임즈,293490,소프트웨어 개발 및 공급업,"모바일, PC게임 퍼블리싱",2020-09-10,12월,Sang Woo Han,http://kakaogames.com,경기도,백현동 537,경기 성남시 분당구 판교역로 152 14층,6.85952E+11,1.63658E+12,459,NA,별도재무,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국파마,32300,의약품 제조업,"완제의약품(정신신경계, 소화기계, 순환기계, 항생항균, 기타)",2020-08-10,12월,박은희,http://koreapharma.co.kr,경기도,상신리 907-8,경기 화성시 향남읍 제약공단3길 87,83240454815,1.21303E+11,289,NA,요약재무,NA,145,1469209,2021,화성시,경기도 화성시 향남읍,경기도 화성시 향남읍 상신리 907-8,경기도 화성시 향남읍 제약공단3길  87     ,18622,126.899318,37.09076453,C,제조업(10~34),의료용 물질 및 의약품 제조업,의약품 제조업,완제 의약품 제조업,완제 의약품 제조업,21210
솔브레인,357780,기타 화학제품 제조업,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,2020-08-06,12월,노환철,http://www.soulbrain.co.kr,경기도,삼평동 612-3,경기 성남시 분당구 판교로255번길 34,7.95329E+11,9.27325E+11,1195,NA,요약재무,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이루다,164060,의료용 기기 제조업,레이저 및 고주파 의료기기,2020-08-06,12월,김용한,http://www.ilooda.com,경기도,안양동 1432,경기 안양시 만안구 덕천로152번길 25 안양아이에스BIZ타워센트럴 9층,55467986000,89099390000,107,NA,요약재무,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
와이팜,332570,전자부품 제조업,전력증폭기 모듈(PAM),2020-07-31,12월,유대규,http://www.wipam.co.kr,경기도,서현동 272-4,경기 성남시 분당구 황새울로319번길 8-4,59585600000,1.39261E+11,38,NA,요약재무,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엠투아이,347890,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","스마트HMI, 스마트SCADA, 스마트팩토리솔루션",2020-07-29,12월,강원희,http://www.m2i.co.kr,경기도,관양동 1745,경기 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩,33020955000,77018589000,112,NA,요약재무,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
티에스아이,277880,특수 목적용 기계 제조업,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)",2020-07-22,12월,표인식,http://taesungind.co.kr/,경기도,수직리 308-8,경기 화성시 향남읍 발안로 702-66,1902162695,3.43558E+11,318,NA,요약재무,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에이프로,262260,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)",2020-07-16,12월,임종현,http://www.aproele.com,경기도,관양동 1735-3,경기 안양시 동안구 부림로170번길 41-14 에이프로 글로벌센터,2.3433E+11,2.37001E+11,212,NA,요약재무,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
신도기연,290520,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)",2020-07-06,12월,박웅기,http://www.lcd.co.kr,경기도,정왕동 1269-11,경기 시흥시 마유로238번길 21,"21,416,014,174?",73200938000,62,NA,별도재무,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스케이바이오팜,326030,자연과학 및 공학 연구개발업,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,2020-07-02,12월,이동훈,NA,경기도,삼평동 672,경기 성남시 분당구 판교역로 221 8층,"? ?310,705000000","? ? ? ?570,715000000",273,NA,요약재무,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
무진메디,322970,자연과학 및 공학 연구개발업,"NANO-MEDICINE 전문회사,LNP(지질나노입자)를 이용한 원료 소재 및 개량/신약 개발",2020-06-24,12월,윤태종,http://www.moogene.com/,경기도,풍산동 595-1,경기 하남시 미사강변중앙로7번안길 25 유테크밸리 C동 10층,140037500,15525402599,18,NA,재무상태표,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에스에이티이엔지,351320,특수 목적용 기계 제조업,기업인수목적회사,2020-06-22,12월,김민,해당없음,경기도,정왕동 2609-2,경기시흥시엠티브이 26로 58번길 25,16141000000,37336000000,41,NA,별도재무,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대덕전자,353200,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",2020-05-21,12월,신영환,http://www.daeduck.com,경기도,목내동 475,경기 안산시 단원구 강촌로 230 대덕전자,9.09651E+11,1.1275E+12,2342,NA,별도재무,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엔피디,198080,전자부품 제조업,스마트폰 OLED용 FPCA,2020-03-16,12월,강명구,http://www.newportdisplay.co.kr,경기도,성곡동 808-6,경기 안산시 단원구 시화벤처로 515,1.18124E+11,1.22559E+11,16,NA,별도재무,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
플레이디,237820,광고업,온라인 광고 대행,2020-03-12,12월,이준용,http://www.playd.com,경기도,서현동 254-1,경기 성남시 분당구 황새울로359번길 11 5층,37255650000,1.35534E+11,328,NA,별도재무,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
서울바이오시스,92190,반도체 제조업,"Visible LED, UV LED",2020-03-06,12월,"이정훈, 이영주 (각자대표)",http://www.seoulviosys.com/kr/,경기도,원시동 727-5 1블록 36호,경기 안산시 단원구 산단로163번길 65-16,1.53072E+11,2.97287E+11,263,NA,별도재무,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
제이앤티씨,204270,전자부품 제조업,"강화유리, 커넥터",2020-03-04,12월,"조남혁, 김윤택(각자 대표이사)",NA,경기도,정남면 귀래리 155-2,경기 화성시 내향안길 240-5 (주)제이앤티씨,1.3884E+11,3.91382E+11,312,NA,별도재무,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
서남,294630,기타 전기장비 제조업,고온초전도선재,2020-02-20,12월,문승현,http://www.i-sunam.com,경기도,성은리 103,경기도안성시승량길 52,6390911562,15433548002,38,NA,재무상태표,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
위세아이텍,65370,소프트웨어 개발 및 공급업,"빅데이터분석, 인공지능, 데이터품질관리 솔루션",2020-02-10,12월,"김다산, 이제동 (각자 대표이사)",http://www.wise.co.kr,경기도,갈현동 748,경기 과천시 과천대로12길 117 과천펜타원 G동 13층,"?26,604,384,221","?50,650,140,944",267,NA,별도재무,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
세림B&G,340440,플라스틱제품 제조업,기업인수,2019-12-27,12월,나상수,NA,경기도,양교리 454-2,경기 평택시 오성면 오성북로 154-51,58245000000,48603000000,89,NA,별도재무,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이앤에치,341310,기타 섬유제품 제조업,"미세먼지용 HEPA 소재, 차량용 캐빈필터소재, 마스크용 소재",2019-12-27,12월,"김정운, 유병덕(공동 대표이사)",http://www.hepabest.com,경기도,지현리 299-27,경기 포천시 화현면 봉화로 979,10947138669,26262471929,49,NA,별도재무,NA,164,333376,2021,포천시,경기도 포천시 화현면,경기도 포천시 화현면 지현리 299-27,경기도 포천시 화현면 봉화로  979- ,11124,127.2635546,37.93359834,G,도매 및 소매업(45~47),도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",생활용 섬유 및 실 도매업,46411
엔에스엠,238170,합성고무 및 플라스틱 물질 제조업,전도성 고분자 코팅 대전방지 필름,2019-12-26,12월,여건수,http://www.nsmcc.com,경기도,석포리 580,경기 화성시 장안면 무봉길 166-67,24268030025,36135391121,24,NA,연결재무,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RF머트리얼즈,327260,전자부품 제조업,"광통신, RF통신용 패키지",2019-12-24,12월,남동우,http://www.rf-materials.com,경기도,목내동 473-4,경기안산시단원구강촌로 215,15139858608,60649187386,106,NA,별도재무,NA,166,1403245,2021,안산시,경기도 안산시 단원구 초지동,경기도 안산시 단원구 목내동 473-4,경기도 안산시 단원구 초지동 강촌로  215     ,15427,126.7728221,37.3173604,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업,26410
브릿지바이오,288330,기초 의약물질 제조업,"펠리노-1 단백질 저해제, 오토택신 저해제",2019-12-20,12월,이정규,http://www.bridgebiorx.com,경기도,삼평동 610-1,경기 성남시 분당구 판교로255번길 58 씨즈타워,6000000,30792000000,42,NA,별도재무,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
다보링크,340360,통신 및 방송 장비 제조업,"AP, APController 외",2019-12-19,12월,임상현,http://www.davolink.co.kr,경기도,관양동 864-7,경기 안양시 동안구 벌말로 112,75369000000,36963000000,67,NA,요약재무,NA,168,142211,2021,안양시,경기도 동안구 관양2동,경기도 안양시 동안구 관양동 864-7,경기도 안양시 동안구 관양2동 벌말로  112- ,14057,126.968943,37.39820211,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업,26410
비올,335890,의료용 기기 제조업,의료기기,2019-12-03,12월,이상진,http://www.viol.co.kr,경기도,야탑동 151,경기성남시분당구판교로 700 806호,"42,520,500,098?","63,881,129,067?",92,NA,요약재무,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
타스컴,336040,의료용 기기 제조업,당뇨질환 세포치료제 / 당뇨관리 의료기기,2019-12-02,12월,이인근,http://www.yidobio.com,경기도,관양동 799,"경기도안양시동안구학의로 268, 824호",10275000000,8406000000,45,NA,요약재무,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
진코스텍,250030,기타 화학제품 제조업,"마스크팩 ODM/OEM, 하이드로겔 마스크팩",2019-11-29,12월,김임준,http://www.jincostech.com,경기도,정왕동 1262-3,"경기시흥시군자천로 237번길 31, 2나 604호(정왕동)",19521152869,"?31,998,140,927",193,NA,요약재무,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
유엑스엔,337840,의료용 기기 제조업,"혈당센서, 혈당측정기",2019-11-28,12월,박세진,http://uxn.co.kr,경기도,삼동 745,"경기의왕시오봉산단3로 25, 1동 5층 505호의왕테크노파크더리브비즈원(삼동)",336490000,33395980981,45,NA,요약재무,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
티움바이오,321550,자연과학 및 공학 연구개발업,"특발성폐섬유증 치료제, 면역항암제, 자궁내막증치료제, 혈우병치료제",2019-11-22,12월,김훈택,http://www.tiumbio.com,경기도,시흥동 330,"경기?성남시?수정구?창업로?40번길?30,?6층?(시흥동,?판교IT센터)",-,1.03623E+11,49,NA,별도재무,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HD현대에너지솔루션,322000,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,박종환,http://www.hd-hyundaies.co.kr,경기도,정자동 4-5,경기 성남시 분당구 분당수서로 477 HD현대그룹 글로벌R&D센터 9층 현대에너지솔루션,5.2203E+11,4.99159E+11,235,NA,요약재무,NA,174,1021985,2021,성남시,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자동 4-5,경기도 성남시 분당구 정자1동 분당수서로  477 0    ,13553,127.1061111,37.37693427,I,숙박 및 음식점업(55~56),음식점 및 주점업,음식점업,기관 구내식당업,기관 구내식당업,56130
미디어젠,279600,소프트웨어 개발 및 공급업,음성인식 소프트웨어 기술개발,2019-11-05,12월,송민규,http://www.mediazen.co.kr,경기도,정자동 25-1,경기성남시분당구성남대로 331번길 8 킨스타워 11층 1103호실,12752623418,"?25,224,262,223",188,NA,요약재무,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
지누스,13890,가구 제조업,매트리스 및 가구제품,2019-10-30,12월,심재형,http://www.zinus.co.kr,경기도,야탑동 358-3,경기 성남시 분당구 야탑로81번길 10 아미고타워 8층,3.42967E+11,6.74203E+11,163,NA,별도재무,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국미라클피플사,331660,기타 화학제품 제조업,"은나노스텝, 닥터오렌지 등",2019-10-28,12월,이호경,http://www.kmpc.co.kr,경기도,용정리 486-5,경기 포천시 군내면 용정경제로1길 94-1,29814000000,22135000000,77,NA,요약재무,NA,177,424598,2021,포천시,경기도 포천시 군내면,경기도 포천시 군내면 용정리 486-5,경기도 포천시 군내면 용정경제로1길  94-1 ,11154,127.2053049,37.87593679,C,제조업(10~34),화학 물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업","치약, 비누 및 기타 세제 제조업",20422
라온피플,300120,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서",2019-10-18,12월,이석중,http://www.laonpeople.com/,경기도,갈현동 492,"경기과천시과천대로7나길 60, 과천어반허브 C동 5층/6층",11244331687,77125292066,118,NA,요약재무,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
누보,332290,"비료, 농약 및 살균, 살충제 제조업",기업 인수 및 합병,2019-10-11,12월,"김창균, 이경원",http://www.nousbo.com,경기도,서둔동 103-2,경기도 수원시 권선구 서호로89 6동 325호,70023931173,79385207391,170,NA,별도재무,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
