회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,지번주소,도로명주소,매출액,자산총계,직원총수,비고,재무,...16,번호,V1,조사기준년도,시군명,행정구역명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84경도,WGS84위도,산업대분류코드,산업대분류명,산업중분류명,산업소분류명,산업세분류명,산업세세분류명,산업세세분류코드
제이스코홀딩스,23440,1차 철강 제조업,"연강선재, 경강선재, CHQ외",1994-10-07,12월,한상민,http://www.jscoholdings.co.kr,경기도,시화로 60,안산시 단원구 성곡동 658,"55,349?","128,018?",53,NA,NA,NA,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
브이티,18290,기타 화학제품 제조업,"화장품, 라미네이팅필름, 라미네이팅기계",1994-09-07,12월,"강승곤,정철",http://www.vtgmpcorp.co.kr,경기도,문발동 472,경기도 파주시 산업단지길 139,178076,171129,163,NA,NA,NA,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
오뚜기,7310,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.ottogi.co.kr,경기도,평촌동 160-4,경기도 안양시 동안구 흥안대로 405,2872,2489,NA,사업계획서 상 본지점소재지,NA,NA,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
일정실업,8500,편조원단 제조업,"자동차시트원단,의류,완구직물 제조,염색가공",1994-08-12,12월,"고동수, 최돈호",http://www.iljeong.co.kr,경기도,초지동 651-1,경기도 안산시 단원구 산성로 21,"?32,208","30,147?",92,NA,NA,NA,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
와이엠,7530,기타 금속 가공제품 제조업,"볼트, 나사",1994-08-05,12월,선지영,http://www.ysmic.co.kr,경기도,만호리 593,경기도 평택시 포승읍 포승공단로 118번길 118,163134,131780,345,NA,NA,NA,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
엘에스일렉트릭,10120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 김동현",http://www.ls-electric.com,경기도,호계동 1026-6,경기 안양시 동안구 엘에스로 127 LS 타워 10층,3004306,3085842,NA,NA,NA,NA,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
원일특강,12620,1차 철강 제조업,특수강,1994-06-28,12월,"신용문,최극태(각자 대표이사)",http://www.wonilsteel.co.kr,경기도,정왕동 2183-5,경기도 시흥시 공단2대로256번길 4,"379,986?","261,393?",149,NA,NA,NA,707,79669,2021,시흥시,경기도 시흥시 정왕1동,경기도 시흥시 정왕동 2183-5 유통상가,경기도 시흥시 정왕1동 공단2대로256번길  4- 유통상가,15116,126.7178698,37.32406768,C,제조업(10~34),1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",열간 압연 및 압출제품 제조업,24121
바른손,18700,생활용품 도매업,지제품,1994-03-18,12월,"강신범, 박성진",http://www.barunson.co.kr,경기도,이의동 1254-2,경기 수원시 영통구 대학3로 1 K-tower 5F,58997,67420,237,NA,NA,NA,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼성중공업,10140,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",1994-01-28,12월,최성안,http://www.samsungshi.com,경기도,삼평동 615,경기도 성남시 분당구 판교로227번길23,"7,907,247?",15891979,9640,NA,NA,NA,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
진로발효,18120,알코올음료 제조업,주정,1993-12-29,12월,김종식,http://www.jrdcl.com,경기도,초지동 650,경기도 안산시 단원구 별망로 594,97020,87925,97020,NA,NA,NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
피제이전자,6140,의료용 기기 제조업,EMS Business(의료용기기제조외),1993-12-07,12월,이응구,http://www.pjems.co.kr,경기도,삼정동 364,경기도 부천시 오정구 삼작로22 부천테크노파크 101동 6층,166844,186696,242,NA,NA,NA,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼화페인트공업,390,기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조",1993-09-10,12월,"류기붕,배맹달(각자대표)",http://www.samhwa.com,서울시,묘동 125,서울 종로구 돈화문로 58,558978,524314,898,NA,NA,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
경동나비엔,9450,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,"손연호, 김종욱 (각자대표)",http://www.kdnavien.co.kr,경기도,여의도동 13-6,서울특별시 영등포구 국회대로76길 22,995055,745348,NA,NA,NA,NA,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대원산업,5710,자동차 신품 부품 제조업,자동차시트,1993-06-21,12월,"허재건, 허재명, 김재덕",http://www.dwsu.co.kr,경기도,원시동 718,경기도 안산시 단원구 원시로 179,728422,488277,564,NA,NA,NA,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼륭물산,14970,"골판지, 종이 상자 및 종이용기 제조업",카톤팩,1992-12-29,12월,조홍로,http://www.srpack.com,경기도,춘의동 193-4,경기도 부천시 원미로 205 삼륭인더스파크 508호,43615,88127,66,NA,NA,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
경동제약,11040,의약품 제조업,"듀오로반정, 발디핀정, 아트로반정 등",1992-12-18,12월,"류기성, 김경훈(각자 대표)",http://www.kdpharma.co.kr,경기도,갈현동 425-2,"경기 과천시 과천대로7길 26, 스마트케이 B동 3층","159,643?","291,638?",NA,NA,NA,NA,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한국알콜,17890,기타 화학제품 제조업,주정,1992-08-04,12월,"지용석, 김정수, 유정림(각자대표)",http://www.ka.co.kr,경기도,공세동 704-1,경기도 용인시 기흥구 탑실로 35번길 14,439345,439345,169,NA,NA,NA,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
수산중공업,17550,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",1991-08-30,12월,"양희준, 정보윤(각자대표)",http://www.soosanheavy.com,경기도,송산리 109-2,경기 화성시 양감면 정문송산로 260,97697,184208,158,NA,NA,NA,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
광명전기,17040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,이재광,http://www.kmec.co.kr,경기도,목내동 389,경기도 안산시 목내로 160,152731,167459,215,NA,NA,NA,719,131408,2021,안산시,경기도 단원구 초지동,경기도 안산시 단원구 목내동 389,경기도 안산시 단원구 초지동 목내로  160- ,15597,126.7771421,37.31289802,C,제조업(10~34),전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업,28123
청호ICT,12600,일반 목적용 기계 제조업,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매",1990-07-10,12월,조중환 대표이사,http://www.chunghoict.com,경기도,학운리 2700,경기도 김포시 양촌읍 황금 1로 185,"?20,756","??51,117",37,NA,NA,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
팜젠사이언스,4720,의약품 제조업,의약품 외,1990-06-15,12월,김혜연 박희덕(각자),http://www.pharmgenscience.com,서울시,방배동 764-19,서울특별시 서초구 동작대로 216 팜젠사이언스빌딩,166781,192337,281,NA,NA,NA,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
금비,8870,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,http://www.e-kumbi.co.kr,서울시,잠실동 294-11,서울시 송파구 도곡로 464 금비빌딩,91558,158174,226,요약재무상태표/요약손익계산서,NA,NA,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
성문전자,14910,전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",1990-03-24,12월,신준섭,http://www.smec-korea.co.kr,경기도,세교동 539-4,경기도 평택시 세교산단로 61,21698,50654,64,NA,NA,NA,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
일진홀딩스,15860,기타 금융업,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기",1990-03-22,12월,허정석,http://www.iljin.co.kr,서울시,도화동 50-1,서울특별시 마포구 마포대로 45 일진빌딩,11835,279691,NA,NA,NA,NA,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대영포장,14160,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",1990-03-06,12월,"강병은,손용수",http://www.dypc.co.kr,경기도,원시동 725-1,?경기도 안산시 단원구 산단로 265,283462,221137,316,사업계획서 상 본지점소재지,NA,NA,725,396773,2021,안산시,경기도 단원구 초지동,경기도 안산시 단원구 원시동 725-1 대영포장(주),경기도 안산시 단원구 초지동 산단로  265-0 대영포장(주),15429,126.7887005,37.31743889,C,제조업(10~34),"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",골판지 및 골판지 가공제품 제조업,골판지 상자 및 가공제품 제조업,17212
신풍제약,19170,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1990-01-20,12월,유 제 만,http://www.shinpoong.co.kr,서울시,역삼동 748-31,"서울특별시 강남구 역삼로 161(역삼동, 신풍제약 사옥)",186669,343123,830,NA,NA,NA,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
카스,16920,기계장비 및 관련 물품 도매업,"전자저울,로드셀",1990-01-04,12월,김태인,http://www.cas.co.kr,경기도,가납리 12,경기도 양주시 광적면 그루고개로 262,137207,155383,324,NA,NA,NA,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
유니켐,11330,"가죽, 가방 및 유사제품 제조업","피혁 제조,도매,무역,부동산임대",1989-12-14,12월,"정재형,박지호,김진환",http://www.uni-chem.net,경기도,성곡동 615-4,경기도 안산시 단원구 해봉로 38?,"108,288?","?219,549?",262,NA,NA,NA,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대창,12800,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매",1989-12-05,12월,"조시영, 조경호",http://www.brassone.com,경기도,공단1대로 391,경기도 시흥시 정왕동 1292-4,520850,510461,321,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
일성건설,13360,토목 건설업,"건축공사,토목공사,전기공사",1989-12-02,12월,유필상,http://www.ilsungconst.co.kr,서울시,여의도동 17-8,서울특별시 영등포구 국회대로62길 21,"602,330?","404,230?",492,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
까뮤이앤씨,13700,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,"손병재, 이은규 (각자 대표이사)",http://www.camusenc.com,서울시,여의도동 17-3,서울 영등포구 의사당대로 8 삼환까뮤빌딩,278827,229804,183,NA,NA,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
보락,2760,기타 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매",1989-11-30,12월,정기련,http://www.bolak.co.kr,경기도,송산리 307-1,경기도 화성시 양감면 초록로 720-37,46773,57928,138,NA,NA,NA,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
선도전기,7610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사",1989-11-30,12월,권 혁,http://www.seondo.co.kr,경기도,성곡동 818-1,경기도 안산시 시화벤처로 444,38131,85949,121,NA,NA,NA,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
태영건설,9410,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",1989-11-13,12월,"최금락, 최진국 (각자대표)",http://www.taeyoung.com,경기도,일직동 512-3,경기도 광명시 신기로20 유플래닛타워 2층,3237970,3935287,1742,NA,NA,NA,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
진양폴리우레탄,10640,플라스틱제품 제조업,"폴리우레탄,폴리우레탄스폰지 제조,판매",1989-09-30,12월,조영태,http://www.chinyangpoly.kr,경기도,세교동 536-8,경기도 평택시 세교산단로 85,51420,50803,80,NA,NA,NA,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
미원상사,2840,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,"홍창식, 강신우(각자대표)",http://www.mwc.co.kr,경기도,석수동 325-1,경기도 안양시 만안구 안양로 464,412424,424699,703,NA,NA,NA,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
서연,7860,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매",1989-09-09,12월,유양석,http://www.seo-yon.com,경기도,관양동 1735,경기도 안양시 동안구 부림로170번길 41-22,22184,320108,22,NA,NA,NA,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
녹십자,6280,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,http://www.gccorp.com,경기도,보정동 303,경기도 용인시 기흥구 이현로30번길 107,1209836,2101339,2272,NA,NA,NA,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한익스프레스,14130,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25,12월,유인철,http://www.hanex.co.kr,서울시,서초동 1603-55,서울특별시 서초구 서초동 효령로 317 건축사회관,668410,408673,454,매출액 연결제표의 연결 포괄손익계산서 활용,NA,NA,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
대덕,8060,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26,12월,김영재,http://www.daeduckholdings.com,경기도,원시동 739-3,"경기도 안산시 단원구 산단로 63, 3층",16508,526393,11,NA,NA,NA,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
태림포장,11280,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄",1988-12-20,12월,이복진,http://www.tailim.com,경기도,정왕동 1295-1,경기도 시흥시 공단1대로 379번안길 74,678112,640878,877,NA,NA,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ씨푸드,11150,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,박태준,http://www.cjseafood.net,경기도,상대원동 5449-1,경기도 성남시 중원구 둔촌대로 388번길 32,148349,168208,355,NA,NA,NA,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHD,1770,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매",1988-11-23,12월,신종호,http://www.shinhwatp.co.kr,경기도,성곡동 661-4,경기도 안산시 단원구 번영2로 31,106293,84766,72,NA,NA,NA,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
한미사이언스,8930,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매",1988-06-20,12월,임종훈(단독 대표이사),http://www.hanmiscience.co.kr,서울시,방이동 45,서울특별시 송파구 위례성대로 14,186427,760910,422,NA,NA,NA,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
참엔지니어링,9310,특수 목적용 기계 제조업,FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매),1987-11-12,12월,이경희,http://www.charmeng.com,경기도,북리 28-1,경기도 용인시 처인구 남사읍 형제로 5,13622,77453,109,NA,NA,NA,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
덕성,4830,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매",1987-09-25,12월,"이봉근, 김성진 (각자대표이사)",http://www.duksung21.com,경기도,신동 557-1,경기도 수원시 영통구 신원로 25,"? ?99,479","122,623?",163,NA,NA,NA,746,875308,2021,수원시,경기도 영통구 영통2동,경기도 수원시 영통구 신동 557-1,경기도 수원시 영통구 영통2동 신원로  25- ,16677,127.0456412,37.25082062,M,"전문, 과학 및 기술 서비스업(70~73)",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부,71511
한신기계공업,11700,일반 목적용 기계 제조업,"공기압축기,공구류 제조,판매/오파",1987-07-24,12월,최영민,http://www.hanshin.co.kr,경기도,신길동 1122-6,경기도 안산시 단원구 해봉로 330번길 23?,57002,112693,89,NA,NA,NA,747,1224726,2021,안산시,경기도 안산시 단원구 신길동,경기도 안산시 단원구 신길동 1122-6,경기도 안산시 단원구 신길동 해봉로330번길  23     ,15425,126.77794,37.32505343,C,제조업(10~34),기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",기체 펌프 및 압축기 제조업,29132
가온전선,500,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,정 현,http://www.gaoncable.com,경기도,호계동 1026-6,"경기도 안양시 동안구 엘에스로127 LS타워 12,13층",1297331,734855,468,NA,NA,NA,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼화전자공업,11230,영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매",1987-05-25,12월,"오영주, 이건화",http://www.samwha.co.kr,경기도,북리 124-2,경기도 용인시 처인구 남사면 경기동로 215,30682,60533,110,NA,NA,NA,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
코리아써키트,7810,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",1985-09-09,12월,장세준,http://www.kcg.co.kr,경기도,신길동 1061-6,경기 안산시 단원구 강촌로 25,634388,822987,1155,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼아알미늄,6110,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05,12월,"한남희, 김진범",http://www.sama-al.com,서울시,방배동 481-5,서울 서초구 남부순환로289길 5 삼영빌딩 2층,238656,404258,363,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼성SDI,6400,일차전지 및 이차전지 제조업,"2차전지, 전자재료 제조 판매",1979-02-27,12월,최윤호,http://www.samsungsdi.co.kr,경기도,공세동 742,경기도 용인시 기흥구 공세로 150-20,19799056,19529981,12452,NA,NA,NA,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
삼성전기,9150,전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",1979-02-27,12월,장덕현,http://www.sem.samsung.co.kr,경기도,매탄동 310,경기도 수원시 영통구 매영로 150,6812925,8289077,11970,NA,NA,NA,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
